Boolean,Title,Date,URL
1,"British Airways – $1,192: Orlando – Johannesburg, South Africa. Roundtrip, including all Taxes","May 16, 2014",http://faredealalert.com/2014/05/16/british-airways-1192-orlando-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"United – $968 – $1,000: Minneapolis / Atlanta / Detroit – Singapore. Roundtrip, including all Taxes","May 16, 2014",http://faredealalert.com/2014/05/16/united-968-1000-minneapolis-atlanta-detroit-singapore-roundtrip-including-all-taxes/
1,"Delta – $448: Charlotte – Anchorage, Alaska. Roundtrip, including all Taxes","May 15, 2014",http://faredealalert.com/2014/05/15/delta-448-charlotte-anchorage-alaska-roundtrip-including-all-taxes/
1,"Delta – $663: Denver – Milan, Italy. Roundtrip, including all Taxes","May 15, 2014",http://faredealalert.com/2014/05/15/delta-663-denver-milan-italy-roundtrip-including-all-taxes/
1,"JetBlue – $178: Orlando – Salt Lake City (and vice versa). Roundtrip, including all Taxes","May 15, 2014",http://faredealalert.com/2014/05/15/jetblue-178-orlando-salt-lake-city-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $264: San Diego – Boston (and vice versa). Roundtrip, including all Taxes","May 14, 2014",http://faredealalert.com/2014/05/14/united-264-san-diego-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $507: Orlando – Anchorage, Alaska. Roundtrip, including all Taxes","May 14, 2014",http://faredealalert.com/2014/05/14/united-507-orlando-anchorage-alaska-roundtrip-including-all-taxes/
1,"Delta – $448: Charlotte – Fairbanks, Alaska. Roundtrip, including all Taxes","May 14, 2014",http://faredealalert.com/2014/05/14/delta-448-charlotte-fairbanks-alaska-roundtrip-including-all-taxes/
1,"KLM – $815: San Diego – St. Petersburg, Russia. Roundtrip, including all Taxes","May 13, 2014",http://faredealalert.com/2014/05/13/klm-815-san-diego-st-petersburg-russia-roundtrip-including-all-taxes/
1,"United – $1,031: Charlotte – Jakarta, Indonesia. Roundtrip, including all Taxes","May 13, 2014",http://faredealalert.com/2014/05/13/united-1031-charlotte-jakarta-indonesia-roundtrip-including-all-taxes-2/
1,"Delta – $1,076: Houston – Johannesburg, South Africa. Roundtrip, including all Taxes","May 13, 2014",http://faredealalert.com/2014/05/13/delta-1076-houston-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"Delta – $798: San Diego – Moscow, Russia. Roundtrip, including all Taxes","May 12, 2014",http://faredealalert.com/2014/05/12/delta-798-san-diego-moscow-russia-roundtrip-including-all-taxes/
1,"Delta – $971: Denver – Singapore. Roundtrip, including all Taxes","May 12, 2014",http://faredealalert.com/2014/05/12/delta-971-denver-singapore-roundtrip-including-all-taxes/
1,"All Nippon/United – $1,168: Kansas City – Jakarta, Indonesia. Roundtrip, including all Taxes","May 12, 2014",http://faredealalert.com/2014/05/12/all-nipponunited-1168-kansas-city-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $740: Houston – Thessaloniki, Greece. Roundtrip, including all Taxes","May 12, 2014",http://faredealalert.com/2014/05/12/united-740-houston-thessaloniki-greece-roundtrip-including-all-taxes/
1,"Delta – $431: Las Vegas – St. Thomas, US Virgin Islands. Roundtrip, including all Taxes","May 11, 2014",http://faredealalert.com/2014/05/11/delta-431-las-vegas-st-thomas-us-virgin-islands-roundtrip-including-all-taxes/
1,"Delta – $602: Orlando – Aalesund, Norway. Roundtrip, including all Taxes","May 11, 2014",http://faredealalert.com/2014/05/11/delta-602-orlando-aalesund-norway-roundtrip-including-all-taxes/
1,"United – $1,169: Orlando – Singapore. Roundtrip, including all Taxes","May 10, 2014",http://faredealalert.com/2014/05/10/united-1169-orlando-singapore-roundtrip-including-all-taxes/
1,"US Airways – $274: San Diego – Portland, Maine (and vice versa). Roundtrip, including all Taxes","May 9, 2014",http://faredealalert.com/2014/05/09/us-airways-274-san-diego-portland-maine-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $281: Kansas City – Seattle (and vice versa). Roundtrip, including all Taxes","May 9, 2014",http://faredealalert.com/2014/05/09/united-281-kansas-city-seattle-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $1,169: Charlotte – Singapore. Roundtrip, including all Taxes","May 9, 2014",http://faredealalert.com/2014/05/09/united-1169-charlotte-singapore-roundtrip-including-all-taxes/
1,"Virgin Atlantic – $1,313: Las Vegas – Johannesburg, South Africa. Roundtrip, including all Taxes","May 8, 2014",http://faredealalert.com/2014/05/08/virgin-atlantic-1313-las-vegas-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"American – $234: Minneapolis – Fort Lauderdale (and vice versa). Roundtrip, including all Taxes","May 8, 2014",http://faredealalert.com/2014/05/08/american-234-minneapolis-fort-lauderdale-and-vice-versa-roundtrip-including-all-taxes/
1,"Delta – $832: Houston – Dubai, United Arab Emirates. Roundtrip, including all Taxes","May 8, 2014",http://faredealalert.com/2014/05/08/delta-832-houston-dubai-united-arab-emirates-roundtrip-including-all-taxes/
1,"Summer Europe Fare – Delta – About $850: Houston – Brussels, Belgium / Zurich, Switzerland. Roundtrip, including all Taxes","May 7, 2014",http://faredealalert.com/2014/05/07/summer-europe-fare-delta-about-850-houston-brussels-belgium-zurich-switzerland-roundtrip-including-all-taxes/
1,"United – $974: San Diego – Jakarta, Indonesia. Roundtrip, including all Taxes","May 7, 2014",http://faredealalert.com/2014/05/07/united-974-san-diego-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United/All Nippon – $1,037: Orlando – Jakarta, Indonesia. Roundtrip, including all Taxes","May 7, 2014",http://faredealalert.com/2014/05/07/unitedall-nippon-1037-orlando-jakarta-indonesia-roundtrip-including-all-taxes/
1,"Delta – $1,257: Houston – Cape Town, South Africa. Roundtrip, including all Taxes","May 7, 2014",http://faredealalert.com/2014/05/07/delta-1257-houston-cape-town-south-africa-roundtrip-including-all-taxes/
1,"United – $858: Detroit – Jakarta, Indonesia. Roundtrip, including all Taxes","May 6, 2014",http://faredealalert.com/2014/05/06/united-858-detroit-jakarta-indonesia-roundtrip-including-all-taxes/
1,"American – $314: Denver – San Juan, Puerto Rico. Roundtrip, including all Taxes","May 6, 2014",http://faredealalert.com/2014/05/06/american-314-denver-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"United – $845: Houston – Kuwait City, Kuwait. Roundtrip, including all Taxes","May 6, 2014",http://faredealalert.com/2014/05/06/united-845-houston-kuwait-city-kuwait-roundtrip-including-all-taxes-2/
1,"American – $400: Las Vegas – San Juan, Puerto Rico. Roundtrip, including all Taxes","May 5, 2014",http://faredealalert.com/2014/05/05/american-400-las-vegas-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"Delta – $602: Orlando – Bergen, Norway. Roundtrip, including all Taxes","May 5, 2014",http://faredealalert.com/2014/05/05/delta-602-orlando-bergen-norway-roundtrip-including-all-taxes/
1,"Delta – $817: Houston – Cairo, Egypt. Roundtrip, including all Taxes","May 5, 2014",http://faredealalert.com/2014/05/05/delta-817-houston-cairo-egypt-roundtrip-including-all-taxes/
1,"Delta – $419: Las Vegas – Aruba. Roundtrip, including all Taxes","May 4, 2014",http://faredealalert.com/2014/05/04/delta-419-las-vegas-aruba-roundtrip-including-all-taxes-2/
1,"Delta – $714: San Diego – Gothenburg, Sweden. Roundtrip, including all Taxes","May 4, 2014",http://faredealalert.com/2014/05/04/delta-714-san-diego-gothenburg-sweden-roundtrip-including-all-taxes/
1,"Delta – $836: Houston – Baku, Azerbaijan. Roundtrip, including all Taxes","May 4, 2014",http://faredealalert.com/2014/05/04/delta-836-houston-baku-azerbaijan-roundtrip-including-all-taxes/
1,"Summer Europe Fare – United – About $730: Atlanta / Detroit / Salt Lake City – Brussels, Belgium / Zurich, Switzerland. Roundtrip, including all Taxes","May 3, 2014",http://faredealalert.com/2014/05/03/summer-europe-fare-united-about-730-atlanta-detroit-salt-lake-city-brussels-belgium-zurich-switzerland-roundtrip-including-all-taxes/
1,"United – $292: Atlanta – Los Angeles (and vice versa). Roundtrip, including all Taxes","May 3, 2014",http://faredealalert.com/2014/05/03/united-292-atlanta-los-angeles-and-vice-versa-roundtrip-including-all-taxes/
1,"British Airways – $1,050: Houston – Bangalore, India. Roundtrip, including all Taxes","May 2, 2014",http://faredealalert.com/2014/05/02/british-airways-1050-houston-bangalore-india-1050-roundtrip-including-all-taxes/
1,"Delta – $241: Charlotte – Sacramento, California (and vice versa). Roundtrip, including all Taxes","May 1, 2014",http://faredealalert.com/2014/05/01/delta-241-charlotte-sacramento-california-and-vice-versa-roundtrip-including-all-taxes/
1,"Virgin Atlantic – $1,227: Atlanta – Cape Town, South Africa. Roundtrip, including all Taxes","May 1, 2014",http://faredealalert.com/2014/05/01/virgin-atlantic-1227-atlanta-cape-town-south-africa-roundtrip-including-all-taxes/
1,"British Airways – $1,026: Houston – Chennai, India. Roundtrip, including all Taxes","May 1, 2014",http://faredealalert.com/2014/05/01/british-airways-1026-houston-chennai-india-roundtrip-including-all-taxes/
1,"Delta – $912: Detroit – Kunming, China. Roundtrip, including all Taxes","April 30, 2014",http://faredealalert.com/2014/04/30/delta-912-detroit-kunming-china-roundtrip-including-all-taxes/
1,"Delta – $242: San Diego – Orlando (and vice versa). Roundtrip, including all Taxes","April 30, 2014",http://faredealalert.com/2014/04/30/delta-242-san-diego-orlando-and-vice-versa-roundtrip-including-all-taxes/
1,"British Airways – $891: Houston – Mumbai, India. Roundtrip, including all Taxes","April 30, 2014",http://faredealalert.com/2014/04/30/british-airways-891-houston-mumbai-india-roundtrip-including-all-taxes/
1,"United – $900: Las Vegas – Manila, Philippines. Roundtrip, including all Taxes","April 29, 2014",http://faredealalert.com/2014/04/29/united-900-las-vegas-manila-philippines-roundtrip-including-all-taxes/
1,"United – $534: Orlando – Oslo, Norway. Roundtrip, including all Taxes","April 29, 2014",http://faredealalert.com/2014/04/29/united-534-orlando-oslo-norway-roundtrip-including-all-taxes/
1,"United – $944: Houston – Shanghai, China. Roundtrip, including all Taxes","April 29, 2014",http://faredealalert.com/2014/04/29/united-944-houston-shanghai-china-roundtrip-including-all-taxes/
1,"Delta – $757: San Diego – Stockholm, Sweden. Roundtrip, including all Taxes","April 28, 2014",http://faredealalert.com/2014/04/28/delta-757-san-diego-stockholm-sweden-roundtrip-including-all-taxes/
1,"United – $1,029: Denver – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 28, 2014",http://faredealalert.com/2014/04/28/united-1029-denver-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"Delta – $927: Atlanta – Changsha, China. Roundtrip, including all Taxes","April 28, 2014",http://faredealalert.com/2014/04/28/delta-927-atlanta-changsha-china-roundtrip-including-all-taxes/
1,"United – $1,005: Kansas City – Chengdu, India. Roundtrip, including all Taxes","April 28, 2014",http://faredealalert.com/2014/04/28/united-1005-kansas-city-chengdu-india-roundtrip-including-all-taxes/
1,"American – $313: Houston – Port of Spain, Trinidad and Tobago. Roundtrip, including all Taxes","April 28, 2014",http://faredealalert.com/2014/04/28/american-313-houston-port-of-spain-trinidad-and-tobago-roundtrip-including-all-taxes/
1,"Delta – $669: Orlando – Trondheim, Norway. Roundtrip, including all Taxes","April 27, 2014",http://faredealalert.com/2014/04/27/delta-669-orlando-trondheim-norway-roundtrip-including-all-taxes/
1,"United – $847: Las Vegas – Chengdu, China. Roundtrip, including all Taxes","April 27, 2014",http://faredealalert.com/2014/04/27/united-847-las-vegas-chengdu-china-roundtrip-including-all-taxes/
1,"British Airways – $938: Houston – Delhi, India. Roundtrip, including all Taxes","April 27, 2014",http://faredealalert.com/2014/04/27/british-airways-938-houston-delhi-india-roundtrip-including-all-taxes/
1,"British Airways – $1,151: San Diego – Bangalore, India. Roundtrip, including all Taxes","April 26, 2014",http://faredealalert.com/2014/04/26/british-airways-1151-san-diego-bangalore-india-roundtrip-including-all-taxes/
1,"United – $847: Denver – Chengdu, China. Roundtrip, including all Taxes","April 26, 2014",http://faredealalert.com/2014/04/26/united-847-denver-chengdu-china-roundtrip-including-all-taxes/
1,"United – $1,082: Houston – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 26, 2014",http://faredealalert.com/2014/04/26/united-1082-houston-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"United – $808: Denver – Beijing, China. Roundtrip, including all Taxes","April 25, 2014",http://faredealalert.com/2014/04/25/united-808-denver-beijing-china-roundtrip-including-all-taxes/
1,"United – $803: Atlanta / Minneapolis / Detroit – Seoul, South Korea. Roundtrip, including all Taxes","April 25, 2014",http://faredealalert.com/2014/04/25/united-803-atlanta-seoul-south-korea-roundtrip-including-all-taxes/
1,"Delta – $231: Charlotte – San Francisco (and vice versa). Roundtrip, including all Taxes","April 25, 2014",http://faredealalert.com/2014/04/25/delta-231-charlotte-san-francisco-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $985: Houston – Jakarta, Indonesia. Roundtrip, including all Taxes","April 25, 2014",http://faredealalert.com/2014/04/25/united-985-houston-jakarta-indonesia-roundtrip-including-all-taxes-2/
1,"United – $1,012: Houston – Manila, Philippines. Roundtrip, including all Taxes","April 24, 2014",http://faredealalert.com/2014/04/24/united-1012-houston-manila-philippines-roundtrip-including-all-taxes/
1,"United – $990: Orlando – Delhi, India. Roundtrip, including all Taxes","April 24, 2014",http://faredealalert.com/2014/04/24/united-990-orlando-delhi-india-roundtrip-including-all-taxes/
1,"Delta – $337: Charlotte – Cabo San Lucas, Mexico. Roundtrip, including all Taxes","April 23, 2014",http://faredealalert.com/2014/04/23/delta-337-charlotte-cabo-san-lucas-mexico-roundtrip-including-all-taxes/
1,"United/All Nippon – $1,045: Atlanta – Jakarta, Indonesia. Roundtrip, including all Taxes","April 23, 2014",http://faredealalert.com/2014/04/23/united-all-nippon-1045-atlanta-jakarta-indonesia-roundtrip-including-all-taxes/
1,"Delta – $260: Las Vegas – Miami (and vice versa). Roundtrip, including all Taxes","April 23, 2014",http://faredealalert.com/2014/04/23/delta-260-las-vegas-miami-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $137: Houston – Boston (and vice versa). Roundtrip, including all Taxes","April 23, 2014",http://faredealalert.com/2014/04/23/united-137-houston-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $287: Las Vegas – Boston (and vice versa). Roundtrip, including all Taxes","April 22, 2014",http://faredealalert.com/2014/04/22/us-airways-287-las-vegas-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"Air France – $1,045: Atlanta – Bangalore, India. Roundtrip, including all Taxes","April 22, 2014",http://faredealalert.com/2014/04/22/air-france-1045-atlanta-bangalore-india-roundtrip-including-all-taxes/
1,"United – $926: Houston – Beijing, China. Roundtrip, including all Taxes","April 22, 2014",http://faredealalert.com/2014/04/22/united-926-houston-beijing-china-roundtrip-including-all-taxes/
1,"United – $951: San Diego – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 21, 2014",http://faredealalert.com/2014/04/21/united-951-san-diego-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"Delta – $942: Detroit – Chengdu, China. Roundtrip, including all Taxes","April 21, 2014",http://faredealalert.com/2014/04/21/delta-942-detroit-chengdu-china-roundtrip-including-all-taxes/
1,"United – $1,167: Atlanta – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 21, 2014",http://faredealalert.com/2014/04/21/united-1167-atlanta-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes-2/
1,"Delta – $602: Orlando – Kristiansand, Norway. Roundtrip, including all Taxes","April 21, 2014",http://faredealalert.com/2014/04/21/delta-602-orlando-kristiansand-norway-roundtrip-including-all-taxes/
1,"Air Canada – $883: Houston – Hong Kong. Roundtrip, including all Taxes","April 21, 2014",http://faredealalert.com/2014/04/21/air-canada-883-houston-hong-kong-roundtrip-including-all-taxes/
1,"Delta – $1,034: Atlanta – Mumbai, India. Roundtrip, including all Taxes","April 20, 2014",http://faredealalert.com/2014/04/20/delta-1034-atlanta-mumbai-india-roundtrip-including-all-taxes/
1,"United – $904: Orlando – Beijing, China. Roundtrip, including all Taxes","April 20, 2014",http://faredealalert.com/2014/04/20/united-904-orlando-beijing-china-roundtrip-including-all-taxes/
1,"United – $849: Houston – Bahrain. Roundtrip, including all Taxes","April 20, 2014",http://faredealalert.com/2014/04/20/united-849-houston-bahrain-roundtrip-including-all-taxes/
1,"American – $301: Houston – St. Maarten. Roundtrip, including all Taxes","April 19, 2014",http://faredealalert.com/2014/04/19/american-301-houston-st-maarten-roundtrip-including-all-taxes/
1,"United – $438: San Diego – San Juan, Puerto Rico. Roundtrip, including all Taxes","April 19, 2014",http://faredealalert.com/2014/04/19/united-438-san-diego-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"US Airways – $229: Atlanta – Sacramento, California (and vice versa). Roundtrip, including all Taxes","April 19, 2014",http://faredealalert.com/2014/04/19/us-airways-229-atlanta-sacramento-california-and-vice-versa-roundtrip-including-all-taxes/
1,"Delta – $435: Las Vegas – Aruba. Roundtrip, including all Taxes","April 18, 2014",http://faredealalert.com/2014/04/18/delta-435-las-vegas-aruba-roundtrip-including-all-taxes-2/
1,"Delta – $1,037: Orlando – Bangalore, India. Roundtrip, including all Taxes","April 18, 2014",http://faredealalert.com/2014/04/18/delta-1037-orlando-bangalore-india-roundtrip-including-all-taxes/
1,"US Airways – $234: Minneapolis – Seattle. Roundtrip, including all Taxes","April 18, 2014",http://faredealalert.com/2014/04/18/us-airways-234-minneapolis-seattle-roundtrip-including-all-taxes/
1,"Korean Air – $770: Houston – Singapore. Roundtrip, including all Taxes","April 18, 2014",http://faredealalert.com/2014/04/18/korean-air-770-houston-singapore-roundtrip-including-all-taxes/
1,"Delta – $602: Orlando – Stavanger, Norway. Roundtrip, including all Taxes","April 17, 2014",http://faredealalert.com/2014/04/17/delta-602-orlando-stavanger-norway-roundtrip-including-all-taxes/
1,"KLM – $867: Houston – Almaty, Kazakhstan. Roundtrip, including all Taxes","April 17, 2014",http://faredealalert.com/2014/04/17/klm-867-houston-almaty-kazakhstan-roundtrip-including-all-taxes/
1,"US Airways / American – About $300: Minneapolis / Detroit – Caribbean. Roundtrip, including all Taxes","April 17, 2014",http://faredealalert.com/2014/04/17/us-airways-american-about-300-minneapolis-detroit-caribbean-roundtrip-including-all-taxes/
1,"United – $480: Charlotte – Honolulu, Hawaii. Roundtrip, including all Taxes","April 16, 2014",http://faredealalert.com/2014/04/16/united-480-charlotte-honolulu-hawaii-roundtrip-including-all-taxes/
1,"US Airways – $298: Houston – Aruba. Roundtrip, including all Taxes","April 16, 2014",http://faredealalert.com/2014/04/16/us-airways-298-houston-aruba-roundtrip-including-all-taxes/
1,"United – $239: Charlotte – Seattle (and vice versa). Roundtrip, including all Taxes","April 16, 2014",http://faredealalert.com/2014/04/16/united-239-charlotte-seattle-and-vice-versa-roundtrip-including-all-taxes/
1,"American – $256: Atlanta – Seattle (and vice versa). Roundtrip, including all Taxes","April 16, 2014",http://faredealalert.com/2014/04/16/american-256-atlanta-seattle-and-vice-versa-roundtrip-including-all-taxes/
1,"KLM – $748: Houston – Moscow, Russia. Roundtrip, including all Taxes","April 16, 2014",http://faredealalert.com/2014/04/16/klm-748-houston-moscow-russia-roundtrip-including-all-taxes/
1,"American – $487: Atlanta – Honolulu, Hawaii. Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/american-487-atlanta-honolulu-hawaii-roundtrip-including-all-taxes/
1,"Delta – $431: Las Vegas – Punta Cana, Dominican Republic. Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/delta-431-las-vegas-punta-cana-dominican-republic-roundtrip-including-all-taxes/
1,"United – $752: San Diego – Singapore. Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/united-752-san-diego-singapore-roundtrip-including-all-taxes/
1,"United – $864: Minneapolis – Jakarta, Indonesia. Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/united-864-minneapolis-jakarta-indonesia-roundtrip-including-all-taxes-2/
1,"Delta – $912: Detroit – Guangzhou, China. Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/delta-912-detroit-guangzhou-china-roundtrip-including-all-taxes/
1,"American – $245: Houston – Seattle (and vice versa). Roundtrip, including all Taxes","April 15, 2014",http://faredealalert.com/2014/04/15/american-245-houston-seattle-and-vice-versa-roundtrip-including-all-taxes/
1,"American – $318: Minneapolis – Aruba. Roundtrip, including all Taxes","April 14, 2014",http://faredealalert.com/2014/04/14/american-318-minneapolis-aruba-roundtrip-including-all-taxes/
1,"Delta – $258: Atlanta – Portland, Oregon (and vice versa). Roundtrip, including all Taxes","April 14, 2014",http://faredealalert.com/2014/04/14/delta-258-atlanta-portland-oregon-and-vice-versa-roundtrip-including-all-taxes-2/
1,"United– $983: Las Vegas – Jakarta, Indonesia. Roundtrip, including all Taxes","April 14, 2014",http://faredealalert.com/2014/04/14/united-983-las-vegas-jakarta-indonesia-roundtrip-including-all-taxes/
1,"KLM – $996: Houston – Johannesburg, South Africa. Roundtrip, including all Taxes","April 14, 2014",http://faredealalert.com/2014/04/14/klm-996-houston-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"KLM – $814: San Diego – St. Petersburg, Russia. Roundtrip, including all Taxes","April 13, 2014",http://faredealalert.com/2014/04/13/klm-814-san-diego-st-petersburg-russia-roundtrip-including-all-taxes/
1,"Delta – $762: San Diego – Moscow, Russia. Roundtrip, including all Taxes","April 12, 2014",http://faredealalert.com/2014/04/12/delta-762-san-diego-moscow-russia-roundtrip-including-all-taxes/
1,"United – $348: Charlotte – Port of Spain, Trinidad and Tobago. Roundtrip, including all Taxes","April 12, 2014",http://faredealalert.com/2014/04/12/united-348-charlotte-port-of-spain-trinidad-and-tobago-roundtrip-including-all-taxes/
1,"KLM – $903: Houston – Muscat, Oman. Roundtrip, including all Taxes","April 12, 2014",http://faredealalert.com/2014/04/12/klm-903-houston-muscat-oman-roundtrip-including-all-taxes/
1,"United – $1,249: Orlando – Singapore. Roundtrip, including all Taxes","April 11, 2014",http://faredealalert.com/2014/04/11/united-1249-orlando-singapore-roundtrip-including-all-taxes/
1,"United – $864: Kansas City – Jakarta, Indonesia. Roundtrip, including all Taxes","April 11, 2014",http://faredealalert.com/2014/04/11/united-864-kansas-city-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $245: Atlanta – Santa Ana (Orange County), California (and vice versa). Roundtrip, including all Taxes","April 11, 2014",http://faredealalert.com/2014/04/11/united-245-atlanta-santa-ana-orange-county-california-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $739: Houston – Thessaloniki, Greece. Roundtrip, including all Taxes","April 11, 2014",http://faredealalert.com/2014/04/11/united-739-houston-thessaloniki-greece-roundtrip-including-all-taxes/
1,"United – $1,057: Las Vegas – Singapore. Roundtrip, including all Taxes","April 10, 2014",http://faredealalert.com/2014/04/10/united-1057-las-vegas-singapore-roundtrip-including-all-taxes/
1,"United – $1,031: Charlotte – Jakarta, Indonesia. Roundtrip, including all Taxes","April 10, 2014",http://faredealalert.com/2014/04/10/united-1031-charlotte-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $876: Houston – Singapore. Roundtrip, including all Taxes","April 10, 2014",http://faredealalert.com/2014/04/10/united-876-houston-singapore-roundtrip-including-all-taxes/
1,"American – $520: Atlanta – Kahului (Maui), Hawaii. Roundtrip, including all Taxes","April 9, 2014",http://faredealalert.com/2014/04/09/american-520-atlanta-kahului-hawaii-roundtrip-including-all-taxes/
1,"United – $1,197: Orlando – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 9, 2014",http://faredealalert.com/2014/04/09/united-1197-orlando-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"US Airways – $260: Detroit – Salt Lake City, Utah (and vice versa). Roundtrip, including all Taxes","April 9, 2014",http://faredealalert.com/2014/04/09/us-airways-260-detroit-salt-lake-city-utah-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $276: Atlanta – Sacramento, California (and vice versa). Roundtrip, including all Taxes","April 9, 2014",http://faredealalert.com/2014/04/09/us-airways-276-atlanta-sacramento-california-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $177: Houston – Boston (and vice versa). Roundtrip, including all Taxes","April 9, 2014",http://faredealalert.com/2014/04/09/united-177-houston-boston-and-vice-versa-roundtrip-including-all-taxes-2/
1,"United – $1,204: San Diego – Mumbai, India. Roundtrip, including all Taxes","April 8, 2014",http://faredealalert.com/2014/04/08/united-1204-san-diego-mumbai-india-roundtrip-including-all-taxes/
1,"United/All Nippon Airways – $1,133: Denver – Jakarta, Indonesia. Roundtrip, including all Taxes","April 8, 2014",http://faredealalert.com/2014/04/08/unitedall-nippon-airways-1133-denver-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $248: Charlotte – San Juan, Puerto Rico. Roundtrip, including all Taxes","April 8, 2014",http://faredealalert.com/2014/04/08/united-248-charlotte-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"United – $930: Houston – Doha, Qatar. Roundtrip, including all Taxes","April 8, 2014",http://faredealalert.com/2014/04/08/united-930-houston-doha-qatar-roundtrip-including-all-taxes/
1,"United – $213: San Diego – Boston (and vice versa). Roundtrip, including all Taxes","April 7, 2014",http://faredealalert.com/2014/04/07/united-213-san-diego-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"Delta – $237: Charlotte – Spokane, Washington. Roundtrip, including all Taxes","April 7, 2014",http://faredealalert.com/2014/04/07/delta-237-charlotte-spokane-washington-roundtrip-including-all-taxes/
1,"United – $977: Las Vegas – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","April 7, 2014",http://faredealalert.com/2014/04/07/united-977-las-vegas-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"Delta – $522: Atlanta – Stavanger, Norway. Roundtrip, including all Taxes","April 7, 2014",http://faredealalert.com/2014/04/07/delta-522-atlanta-stavanger-norway-roundtrip-including-all-taxes/
1,"Delta – $796: Houston – Tel Aviv, Israel. Roundtrip, including all Taxes","April 7, 2014",http://faredealalert.com/2014/04/07/delta-796-houston-tel-aviv-israel-roundtrip-including-all-taxes/
1,"Delta – $380: San Diego – Anchorage, Alaska. Roundtrip, including all Taxes","April 6, 2014",http://faredealalert.com/2014/04/06/delta-380-san-diego-anchorage-alaska-roundtrip-including-all-taxes-3/
1,"United – $773: Atlanta / Detroit / Minneapolis – Hong Kong. Roundtrip, including all Taxes","April 5, 2014",http://faredealalert.com/2014/04/05/united-773-atlanta-detroit-minneapolis-hong-kong-roundtrip-including-all-taxes/
1,"US Airways/American – $245: Houston – San Juan, Puerto Rico. Roundtrip, including all Taxes","April 5, 2014",http://faredealalert.com/2014/04/05/us-airwaysamerican-245-houston-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"Delta – $522: Atlanta – Bergen, Norway. Roundtrip, including all Taxes","April 4, 2014",http://faredealalert.com/2014/04/04/delta-522-atlanta-bergen-norway-roundtrip-including-all-taxes/
1,"Delta – $529: Atlanta – Billund, Denmark. Roundtrip, including all Taxes","April 3, 2014",http://faredealalert.com/2014/04/03/delta-529-atlanta-billund-denmark-roundtrip-including-all-taxes/
1,"United – $264: San Diego – Portland, Maine (and vice versa). Roundtrip, including all Taxes","April 2, 2014",http://faredealalert.com/2014/04/02/united-264-san-diego-portland-maine-and-vice-versa-roundtrip-including-all-taxes/
1,"Delta – $1,223: Orlando – Bangkok, Thailand. Roundtrip, including all Taxes","April 2, 2014",http://faredealalert.com/2014/04/02/delta-1223-orlando-bangkok-thailand-roundtrip-including-all-taxes/
1,"United – $468: Atlanta – Oslo, Norway. Roundtrip, including all Taxes","April 2, 2014",http://faredealalert.com/2014/04/02/united-468-atlanta-oslo-norway-roundtrip-including-all-taxes/
